1002962201143611433,1002962201143611433
101191992275195811,101191992275195811
1019764771402762021,1019764771402762021
1022639809332540793,1022639809332540793
1040592507814555519,1040592507814555519
1042560371100523462,1042560371100523462
1051565782616332241,1051565782616332241
1056200323448067455,1056200323448067455
10619078393418012,10619078393418012
1062436067931825145,1062436067931825145
1072955823138642917,1072955823138642917
1088487393677834992,1088487393677834992
1088633451869919308,1088633451869919308
1096946174462316273,1096946174462316273
1097065710422252487,1097065710422252487
1106620394328884295,1106620394328884295
1109142781383604887,1109142781383604887
1111633570866017868,1111633570866017868
1113658984475547544,1113658984475547544
1117825800535076028,1117825800535076028
1120482695267754302,1120482695267754302
1124415356199580034,1124415356199580034
1159609693786188999,1159609693786188999
117080849370101716,117080849370101716
1174197617434383019,1174197617434383019
1175688438943080231,1175688438943080231
117584201241706771,117584201241706771
1181425846066049085,1181425846066049085
118326097538863577,118326097538863577
1183880624961550618,1183880624961550618
1193909793533201447,1193909793533201447
1228437685436585703,1228437685436585703
123447412108605620,123447412108605620
1252905408061432645,1252905408061432645
1253913652536058671,1253913652536058671
125678685082979991,125678685082979991
125708104167358700,125708104167358700
1272022175570136321,1272022175570136321
1275809916573841754,1275809916573841754
128057704792592936,128057704792592936
1304684174698330427,1304684174698330427
1305032616962044191,1305032616962044191
131878009126263885,131878009126263885
1319277778968527989,1319277778968527989
132933640396851040,132933640396851040
1341805848028690719,1341805848028690719
1343272870095747219,1343272870095747219
1345432959543695434,1345432959543695434
1354047051483058769,1354047051483058769
1358918553420955966,1358918553420955966
1367062076103338191,1367062076103338191
1368030625487612976,1368030625487612976
138329133630740874,138329133630740874
1384448373098556673,1384448373098556673
1415277858262131901,1415277858262131901
1416175105298514330,1416175105298514330
1418807186347694117,1418807186347694117
1420578094022948572,1420578094022948572
1437125615239372707,1437125615239372707
1437265614351630475,1437265614351630475
1447380784287796369,1447380784287796369
1451047659440025548,1451047659440025548
1456297494522561712,1456297494522561712
1457941807757217148,1457941807757217148
1463259146841014311,1463259146841014311
1466612755659755778,1466612755659755778
1467890215818393828,1467890215818393828
1471171275899979083,1471171275899979083
1472563060692656808,1472563060692656808
149026220248085029,149026220248085029
1492824478450244179,1492824478450244179
1496649413191843738,1496649413191843738
1501023307138921738,1501023307138921738
1503447356075579122,1503447356075579122
1519072737310106360,1519072737310106360
152086432995730350,152086432995730350
1523234975040959755,1523234975040959755
1523928067872974670,1523928067872974670
1566337000739598382,1566337000739598382
1571599323217577819,1571599323217577819
157430885499839616,157430885499839616
1576841023705296169,1576841023705296169
1591275371073915423,1591275371073915423
